"FIPS","State","County, State","2016 Food Insecurity Rate","# of Food Insecure Persons in 2016","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2016 Child food insecurity rate","# of Food Insecure Children in 2016","% food insecure children in HH w/ HH incomes below 185 FPL in 2016","% food insecure children in HH w/ HH incomes above 185 FPL in 2016","2016 Cost Per Meal","2016 Weighted Annual Food Budget Shortfall"
"5047","AR","Franklin County, Arkansas","15.9%","  2,830 ","130%","SNAP","185%","Other Nutrition Program","64.5%","9.0%","26.5%","24.7%","  1,050 ","78%","22%","$2.83","$1,369,000.00"
"5049","AR","Fulton County, Arkansas","16.5%","  2,010 ","130%","SNAP","185%","Other Nutrition Program","63.5%","15.8%","20.8%","30.0%","  740 ","80%","20%","$2.79","$959,000.00"
"5051","AR","Garland County, Arkansas","17.1%","  16,560 ","130%","SNAP","185%","Other Nutrition Program","61.7%","9.4%","28.9%","25.5%","  5,160 ","71%","29%","$2.91","$8,226,000.00"
"5053","AR","Grant County, Arkansas","13.5%","  2,440 ","130%","SNAP","185%","Other Nutrition Program","54.6%","14.5%","30.9%","21.1%","  890 ","75%","25%","$3.03","$1,263,000.00"
"5055","AR","Greene County, Arkansas","15.7%","  6,870 ","130%","SNAP","185%","Other Nutrition Program","54.8%","14.8%","30.5%","23.9%","  2,570 ","73%","27%","$2.61","$3,066,000.00"
"5057","AR","Hempstead County, Arkansas","19.8%","  4,400 ","130%","SNAP","185%","Other Nutrition Program","70.3%","13.3%","16.4%","25.6%","  1,500 ","79%","22%","$2.63","$1,981,000.00"
"5059","AR","Hot Spring County, Arkansas","16.0%","  5,330 ","130%","SNAP","185%","Other Nutrition Program","52.3%","19.0%","28.6%","23.2%","  1,650 ","80%","20%","$2.99","$2,721,000.00"
"5061","AR","Howard County, Arkansas","16.7%","  2,260 ","130%","SNAP","185%","Other Nutrition Program","71.1%","17.1%","11.8%","24.5%","  860 ","82%","18%","$2.86","$1,106,000.00"
"5063","AR","Independence County, Arkansas","15.6%","  5,790 ","130%","SNAP","185%","Other Nutrition Program","62.7%","14.4%","22.9%","24.9%","  2,220 ","77%","23%","$2.76","$2,735,000.00"
"5065","AR","Izard County, Arkansas","16.7%","  2,250 ","130%","SNAP","185%","Other Nutrition Program","60.2%","12.7%","27.1%","28.3%","  710 ","83%","17%","$2.86","$1,099,000.00"
"5067","AR","Jackson County, Arkansas","21.2%","  3,720 ","130%","SNAP","185%","Other Nutrition Program","54.3%","12.2%","33.5%","30.3%","  1,070 ","78%","22%","$2.80","$1,781,000.00"
"5069","AR","Jefferson County, Arkansas","25.8%","  18,690 ","130%","SNAP","185%","Other Nutrition Program","56.6%","13.8%","29.6%","26.7%","  4,480 ","65%","35%","$3.02","$9,657,000.00"
"5071","AR","Johnson County, Arkansas","14.9%","  3,880 ","130%","SNAP","185%","Other Nutrition Program","66.4%","17.1%","16.5%","24.8%","  1,570 ","82%","19%","$2.89","$1,915,000.00"
"5073","AR","Lafayette County, Arkansas","23.4%","  1,670 ","130%","SNAP","185%","Other Nutrition Program","59.6%","17.3%","23.1%","27.2%","  400 ","66%","34%","$2.97","$847,000.00"
"5075","AR","Lawrence County, Arkansas","17.6%","  2,970 ","130%","SNAP","185%","Other Nutrition Program","68.4%","5.7%","25.8%","25.5%","  960 ","74%","27%","$2.75","$1,394,000.00"
"5077","AR","Lee County, Arkansas","27.7%","  2,710 ","130%","SNAP","185%","Other Nutrition Program","60.2%","13.1%","26.7%","26.6%","  510 ","67%","33%","$2.84","$1,317,000.00"
"5079","AR","Lincoln County, Arkansas","20.7%","  2,890 ","130%","SNAP","185%","Other Nutrition Program","42.8%","13.4%","43.8%","25.2%","  630 ","82%","18%","$2.92","$1,442,000.00"
"5081","AR","Little River County, Arkansas","18.3%","  2,310 ","130%","SNAP","185%","Other Nutrition Program","60.1%","15.7%","24.2%","24.4%","  700 ","61%","39%","$2.84","$1,122,000.00"
"5083","AR","Logan County, Arkansas","15.6%","  3,430 ","130%","SNAP","185%","Other Nutrition Program","62.3%","18.8%","18.9%","24.4%","  1,200 ","80%","20%","$2.80","$1,639,000.00"
"5085","AR","Lonoke County, Arkansas","13.6%","  9,720 ","130%","SNAP","185%","Other Nutrition Program","45.8%","15.9%","38.3%","20.4%","  3,850 ","63%","37%","$3.11","$5,171,000.00"
"5087","AR","Madison County, Arkansas","14.0%","  2,210 ","130%","SNAP","185%","Other Nutrition Program","68.3%","15.3%","16.3%","22.3%","  830 ","83%","17%","$2.96","$1,118,000.00"
"5089","AR","Marion County, Arkansas","15.1%","  2,480 ","130%","SNAP","185%","Other Nutrition Program","64.8%","17.7%","17.6%","25.6%","  740 ","90%","10%","$2.85","$1,207,000.00"
"5091","AR","Miller County, Arkansas","19.6%","  8,570 ","130%","SNAP","185%","Other Nutrition Program","57.2%","15.2%","27.6%","24.3%","  2,570 ","73%","27%","$2.99","$4,377,000.00"
"5093","AR","Mississippi County, Arkansas","24.0%","  10,610 ","130%","SNAP","185%","Other Nutrition Program","63.8%","19.0%","17.2%","28.3%","  3,380 ","77%","23%","$2.78","$5,034,000.00"
"5095","AR","Monroe County, Arkansas","24.4%","  1,840 ","130%","SNAP","185%","Other Nutrition Program","70.9%","8.9%","20.2%","28.4%","  450 ","74%","26%","$2.75","$865,000.00"
"5097","AR","Montgomery County, Arkansas","15.2%","  1,380 ","130%","SNAP","185%","Other Nutrition Program","56.6%","23.8%","19.6%","25.3%","  450 ","80%","20%","$2.87","$678,000.00"
"5099","AR","Nevada County, Arkansas","23.0%","  2,000 ","130%","SNAP","185%","Other Nutrition Program","74.1%","8.3%","17.7%","29.0%","  570 ","82%","18%","$2.83","$965,000.00"
"5101","AR","Newton County, Arkansas","15.1%","  1,210 ","130%","SNAP","185%","Other Nutrition Program","70.1%","15.5%","14.4%","24.8%","  390 ","86%","14%","$2.85","$590,000.00"
"5103","AR","Ouachita County, Arkansas","23.1%","  5,700 ","130%","SNAP","185%","Other Nutrition Program","66.6%","12.5%","20.9%","26.7%","  1,510 ","77%","24%","$2.76","$2,687,000.00"
"5105","AR","Perry County, Arkansas","15.1%","  1,540 ","130%","SNAP","185%","Other Nutrition Program","55.2%","14.1%","30.7%","25.4%","  570 ","82%","18%","$3.05","$804,000.00"
"5107","AR","Phillips County, Arkansas","30.3%","  6,030 ","130%","SNAP","185%","Other Nutrition Program","73.2%","17.1%","9.7%","31.0%","  1,670 ","64%","36%","$2.91","$2,997,000.00"
"5109","AR","Pike County, Arkansas","14.9%","  1,640 ","130%","SNAP","185%","Other Nutrition Program","62.9%","19.5%","17.6%","23.9%","  610 ","80%","20%","$2.88","$807,000.00"
"5111","AR","Poinsett County, Arkansas","18.0%","  4,350 ","130%","SNAP","185%","Other Nutrition Program","64.6%","17.3%","18.1%","26.7%","  1,540 ","83%","17%","$2.63","$1,956,000.00"
"5113","AR","Polk County, Arkansas","16.5%","  3,350 ","130%","SNAP","185%","Other Nutrition Program","70.6%","17.2%","12.2%","27.4%","  1,300 ","92%","8%","$2.84","$1,627,000.00"
"5115","AR","Pope County, Arkansas","15.7%","  9,910 ","130%","SNAP","185%","Other Nutrition Program","57.0%","16.2%","26.8%","23.5%","  3,380 ","80%","20%","$2.85","$4,833,000.00"
"5117","AR","Prairie County, Arkansas","17.8%","  1,480 ","130%","SNAP","185%","Other Nutrition Program","62.6%","23.1%","14.3%","25.0%","  430 ","89%","11%","$2.97","$752,000.00"
"5119","AR","Pulaski County, Arkansas","19.9%","  77,820 ","130%","SNAP","185%","Other Nutrition Program","51.3%","15.4%","33.3%","22.3%","  20,750 ","65%","36%","$3.05","$40,595,000.00"
"5121","AR","Randolph County, Arkansas","16.1%","  2,840 ","130%","SNAP","185%","Other Nutrition Program","59.2%","14.6%","26.2%","24.7%","  980 ","69%","31%","$2.73","$1,323,000.00"
"5123","AR","St. Francis County, Arkansas","25.0%","  6,760 ","130%","SNAP","185%","Other Nutrition Program","55.6%","18.4%","25.9%","26.4%","  1,620 ","66%","34%","$2.75","$3,174,000.00"
"5125","AR","Saline County, Arkansas","11.9%","  13,730 ","130%","SNAP","185%","Other Nutrition Program","36.0%","17.9%","46.1%","18.2%","  5,010 ","53%","48%","$3.12","$7,323,000.00"
"5127","AR","Scott County, Arkansas","14.9%","  1,590 ","130%","SNAP","185%","Other Nutrition Program","67.9%","17.1%","14.9%","25.6%","  660 ","87%","13%","$2.86","$778,000.00"
"5129","AR","Searcy County, Arkansas","15.8%","  1,250 ","130%","SNAP","185%","Other Nutrition Program","63.3%","17.7%","18.9%","24.3%","  380 ","100%","0%","$2.80","$598,000.00"
"5131","AR","Sebastian County, Arkansas","16.1%","  20,530 ","130%","SNAP","185%","Other Nutrition Program","64.3%","13.2%","22.4%","24.6%","  7,680 ","73%","27%","$2.81","$9,857,000.00"
"5133","AR","Sevier County, Arkansas","12.0%","  2,060 ","130%","SNAP","185%","Other Nutrition Program","72.9%","17.3%","9.8%","23.8%","  1,190 ","83%","17%","$2.84","$1,001,000.00"
"5135","AR","Sharp County, Arkansas","16.9%","  2,890 ","130%","SNAP","185%","Other Nutrition Program","73.2%","13.8%","13.0%","26.5%","  950 ","90%","10%","$2.80","$1,385,000.00"
"5137","AR","Stone County, Arkansas","17.1%","  2,140 ","130%","SNAP","185%","Other Nutrition Program","76.4%","9.9%","13.7%","26.7%","  670 ","93%","7%","$2.88","$1,052,000.00"
"5139","AR","Union County, Arkansas","20.5%","  8,250 ","130%","SNAP","185%","Other Nutrition Program","56.0%","15.7%","28.3%","25.3%","  2,450 ","69%","31%","$2.92","$4,117,000.00"
"5141","AR","Van Buren County, Arkansas","16.3%","  2,750 ","130%","SNAP","185%","Other Nutrition Program","62.4%","19.1%","18.5%","26.6%","  900 ","89%","11%","$2.98","$1,401,000.00"
"5143","AR","Washington County, Arkansas","14.3%","  31,410 ","130%","SNAP","185%","Other Nutrition Program","58.6%","17.5%","23.9%","20.5%","  11,280 ","75%","26%","$2.97","$15,953,000.00"
"5145","AR","White County, Arkansas","16.3%","  12,820 ","130%","SNAP","185%","Other Nutrition Program","53.3%","17.0%","29.7%","22.9%","  4,270 ","74%","26%","$2.90","$6,352,000.00"
"5147","AR","Woodruff County, Arkansas","22.0%","  1,510 ","130%","SNAP","185%","Other Nutrition Program","64.7%","13.4%","21.9%","26.2%","  390 ","72%","28%","$2.87","$739,000.00"
"5149","AR","Yell County, Arkansas","12.9%","  2,800 ","130%","SNAP","185%","Other Nutrition Program","65.8%","25.3%","9.0%","22.8%","  1,240 ","85%","15%","$2.89","$1,381,000.00"
"6001","CA","Alameda County, California","13.4%","  214,370 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.7%","","37.3%","15.9%","  54,840 ","59%","41%","$3.72","$136,279,000.00"
"6003","CA","Alpine County, California","15.2%","  180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%","","31.1%","19.0%","  50 ","43%","57%","$3.47","$107,000.00"
"6005","CA","Amador County, California","12.8%","  4,710 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.7%","","41.3%","20.3%","  1,170 ","68%","32%","$3.98","$3,202,000.00"
"6007","CA","Butte County, California","17.0%","  38,000 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.0%","","21.0%","22.1%","  10,050 ","73%","27%","$3.17","$20,553,000.00"
"6009","CA","Calaveras County, California","13.0%","  5,840 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%","","29.4%","19.8%","  1,590 ","65%","35%","$4.37","$4,364,000.00"
"6011","CA","Colusa County, California","11.3%","  2,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","25.1%","  1,490 ","83%","17%","$3.07","$1,265,000.00"
"6013","CA","Contra Costa County, California","11.1%","  123,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","","36.5%","15.6%","  40,700 ","57%","43%","$3.53","$74,353,000.00"
"6015","CA","Del Norte County, California","16.8%","  4,640 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.9%","","24.1%","24.4%","  1,430 ","80%","20%","$3.37","$2,670,000.00"
"6017","CA","El Dorado County, California","11.7%","  21,350 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.3%","","40.7%","17.0%","  6,550 ","56%","45%","$4.32","$15,761,000.00"
"6019","CA","Fresno County, California","14.5%","  139,220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","26.2%","  72,890 ","78%","22%","$2.90","$68,930,000.00"
"6021","CA","Glenn County, California","13.2%","  3,700 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","22.7%","  1,720 ","82%","18%","$3.20","$2,026,000.00"
"6023","CA","Humboldt County, California","17.1%","  23,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.6%","","18.4%","21.5%","  5,670 ","81%","19%","$3.11","$12,312,000.00"
"6025","CA","Imperial County, California","15.0%","  26,740 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","33.1%","  16,990 ","77%","24%","$2.58","$11,799,000.00"
"6027","CA","Inyo County, California","11.7%","  2,150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.2%","","29.8%","17.5%","  660 ","69%","31%","$3.09","$1,137,000.00"
"6029","CA","Kern County, California","13.6%","  118,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","25.0%","  64,310 ","79%","22%","$2.89","$58,535,000.00"
"6031","CA","Kings County, California","13.6%","  20,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.5%","","3.5%","24.2%","  10,000 ","81%","19%","$2.98","$10,404,000.00"
"6033","CA","Lake County, California","17.0%","  10,900 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.6%","","12.4%","24.5%","  3,200 ","82%","18%","$3.76","$7,001,000.00"
"6035","CA","Lassen County, California","15.5%","  4,940 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","48.4%","","51.6%","23.3%","  1,220 ","67%","33%","$3.68","$3,104,000.00"
"6037","CA","Los Angeles County, California","11.4%","  1,147,010 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.0%","","1.0%","19.1%","  439,010 ","72%","28%","$3.32","$649,879,000.00"
"6039","CA","Madera County, California","11.4%","  17,540 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","23.8%","  10,160 ","84%","17%","$3.79","$11,369,000.00"
"6041","CA","Marin County, California","10.5%","  27,240 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.6%","","49.4%","13.5%","  7,160 ","51%","50%","$4.32","$20,112,000.00"
"6043","CA","Mariposa County, California","15.6%","  2,750 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.1%","","35.9%","21.9%","  640 ","65%","35%","$3.03","$1,425,000.00"
"6045","CA","Mendocino County, California","14.5%","  12,710 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%","","11.0%","21.6%","  4,120 ","83%","17%","$4.00","$8,680,000.00"
"6047","CA","Merced County, California","13.2%","  35,000 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","25.7%","  20,540 ","84%","16%","$3.04","$18,177,000.00"
"6049","CA","Modoc County, California","15.0%","  1,360 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.7%","","18.3%","21.3%","  390 ","95%","5%","$3.13","$728,000.00"
"6051","CA","Mono County, California","10.8%","  1,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%","","10.6%","17.0%","  470 ","88%","13%","$3.05","$793,000.00"
"6053","CA","Monterey County, California","9.5%","  40,770 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","20.1%","  22,930 ","77%","24%","$3.22","$22,439,000.00"
"6055","CA","Napa County, California","8.6%","  12,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","14.7%","  4,540 ","67%","33%","$4.18","$8,691,000.00"
"6057","CA","Nevada County, California","13.1%","  12,930 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%","","36.1%","18.6%","  3,260 ","65%","36%","$4.61","$10,195,000.00"
"6059","CA","Orange County, California","9.6%","  301,650 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.2%","","19.8%","16.3%","  117,350 ","65%","35%","$3.36","$173,334,000.00"
"6061","CA","Placer County, California","11.3%","  41,990 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.7%","","48.3%","15.9%","  13,550 ","49%","51%","$3.58","$25,660,000.00"
"6063","CA","Plumas County, California","16.1%","  3,020 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%","","33.9%","22.6%","  700 ","67%","33%","$3.26","$1,682,000.00"
"6065","CA","Riverside County, California","9.8%","  227,020 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","19.0%","  116,550 ","72%","28%","$2.99","$116,123,000.00"
"6067","CA","Sacramento County, California","15.6%","  230,210 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%","","22.7%","20.8%","  75,010 ","71%","29%","$3.12","$122,589,000.00"
"6069","CA","San Benito County, California","5.9%","  3,450 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","16.7%","  2,630 ","68%","33%","$4.22","$2,490,000.00"
"6071","CA","San Bernardino County, California","10.4%","  218,610 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","19.9%","  114,520 ","73%","28%","$2.95","$110,212,000.00"
"6073","CA","San Diego County, California","11.7%","  379,130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.6%","","21.4%","17.5%","  127,280 ","67%","33%","$3.36","$217,429,000.00"
"6075","CA","San Francisco County, California","14.7%","  125,120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%","","40.6%","14.7%","  16,880 ","57%","43%","$4.53","$96,916,000.00"
"6077","CA","San Joaquin County, California","13.3%","  95,290 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.0%","","9.0%","21.5%","  42,870 ","74%","26%","$3.05","$49,627,000.00"
"6079","CA","San Luis Obispo County, California","12.5%","  34,750 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%","","34.2%","16.9%","  8,590 ","64%","36%","$3.50","$20,760,000.00"
"6081","CA","San Mateo County, California","9.1%","  68,490 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%","","40.0%","13.2%","  21,370 ","55%","45%","$3.69","$43,239,000.00"
"6083","CA","Santa Barbara County, California","10.0%","  43,960 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.7%","","5.3%","17.4%","  17,190 ","71%","29%","$3.22","$24,210,000.00"
"6085","CA","Santa Clara County, California","9.9%","  186,130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.8%","","38.2%","13.9%","  60,420 ","54%","46%","$3.67","$116,617,000.00"
"6087","CA","Santa Cruz County, California","12.0%","  32,500 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","","26.2%","18.4%","  10,010 ","65%","35%","$3.83","$21,272,000.00"
"6089","CA","Shasta County, California","16.8%","  30,130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%","","25.2%","23.7%","  9,210 ","78%","22%","$3.00","$15,458,000.00"
"6091","CA","Sierra County, California","13.6%","  400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.5%","","43.5%","19.6%","  80 ","62%","38%","$3.38","$231,000.00"
