"FIPS","State","County, State","2015 Food Insecurity Rate","# of Food Insecure Persons in 2015","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2015 Child food insecurity rate","# of Food Insecure Children in 2015","% food insecure children in HH w/ HH incomes below 185 FPL in 2015","% food insecure children in HH w/ HH incomes above 185 FPL in 2015","2015 Cost Per Meal","2015 Weighted Annual Food Budget Shortfall"
"5047","AR","Franklin County, Arkansas","17.2%","  3,080 ","130%","SNAP","185%","Other Nutrition Program","69.0%","11.8%","19.2%","27.1%","  1,150 ","81%","19%","$2.68","$1,482,000.00"
"5049","AR","Fulton County, Arkansas","16.6%","  2,030 ","130%","SNAP","185%","Other Nutrition Program","61.7%","24.7%","13.5%","29.4%","  730 ","81%","20%","$2.73","$992,000.00"
"5051","AR","Garland County, Arkansas","18.1%","  17,530 ","130%","SNAP","185%","Other Nutrition Program","63.2%","11.0%","25.8%","27.0%","  5,440 ","72%","28%","$2.82","$8,870,000.00"
"5053","AR","Grant County, Arkansas","14.5%","  2,620 ","130%","SNAP","185%","Other Nutrition Program","51.8%","19.3%","28.9%","22.4%","  960 ","74%","26%","$2.93","$1,377,000.00"
"5055","AR","Greene County, Arkansas","16.9%","  7,350 ","130%","SNAP","185%","Other Nutrition Program","56.9%","18.8%","24.4%","25.2%","  2,690 ","72%","28%","$2.89","$3,814,000.00"
"5057","AR","Hempstead County, Arkansas","20.5%","  4,570 ","130%","SNAP","185%","Other Nutrition Program","67.4%","20.8%","11.8%","27.2%","  1,600 ","78%","22%","$2.59","$2,123,000.00"
"5059","AR","Hot Spring County, Arkansas","17.7%","  5,890 ","130%","SNAP","185%","Other Nutrition Program","55.2%","19.9%","25.0%","26.1%","  1,890 ","77%","24%","$2.88","$3,042,000.00"
"5061","AR","Howard County, Arkansas","18.4%","  2,490 ","130%","SNAP","185%","Other Nutrition Program","67.9%","18.0%","14.1%","26.1%","  920 ","80%","20%","$2.72","$1,217,000.00"
"5063","AR","Independence County, Arkansas","17.5%","  6,470 ","130%","SNAP","185%","Other Nutrition Program","64.2%","14.0%","21.8%","28.0%","  2,480 ","76%","24%","$2.70","$3,134,000.00"
"5065","AR","Izard County, Arkansas","17.5%","  2,350 ","130%","SNAP","185%","Other Nutrition Program","60.4%","21.3%","18.4%","29.3%","  730 ","89%","11%","$2.76","$1,162,000.00"
"5067","AR","Jackson County, Arkansas","22.1%","  3,900 ","130%","SNAP","185%","Other Nutrition Program","52.3%","17.2%","30.5%","32.2%","  1,150 ","81%","19%","$2.75","$1,921,000.00"
"5069","AR","Jefferson County, Arkansas","26.5%","  19,460 ","130%","SNAP","185%","Other Nutrition Program","51.1%","20.3%","28.6%","27.0%","  4,630 ","70%","30%","$2.80","$9,784,000.00"
"5071","AR","Johnson County, Arkansas","15.8%","  4,100 ","130%","SNAP","185%","Other Nutrition Program","69.0%","17.6%","13.4%","27.0%","  1,710 ","82%","18%","$2.72","$1,999,000.00"
"5073","AR","Lafayette County, Arkansas","24.0%","  1,740 ","130%","SNAP","185%","Other Nutrition Program","55.3%","25.5%","19.2%","26.7%","  410 ","73%","27%","$2.83","$884,000.00"
"5075","AR","Lawrence County, Arkansas","18.7%","  3,190 ","130%","SNAP","185%","Other Nutrition Program","72.6%","8.9%","18.5%","28.7%","  1,100 ","81%","20%","$2.74","$1,566,000.00"
"5077","AR","Lee County, Arkansas","27.6%","  2,750 ","130%","SNAP","185%","Other Nutrition Program","53.4%","26.1%","20.5%","26.4%","  510 ","75%","25%","$2.76","$1,362,000.00"
"5079","AR","Lincoln County, Arkansas","21.7%","  3,050 ","130%","SNAP","185%","Other Nutrition Program","43.3%","15.7%","41.0%","26.3%","  670 ","80%","20%","$2.75","$1,503,000.00"
"5081","AR","Little River County, Arkansas","18.9%","  2,400 ","130%","SNAP","185%","Other Nutrition Program","55.8%","22.8%","21.5%","25.3%","  740 ","64%","36%","$2.71","$1,165,000.00"
"5083","AR","Logan County, Arkansas","16.9%","  3,720 ","130%","SNAP","185%","Other Nutrition Program","63.9%","25.2%","11.0%","26.9%","  1,350 ","83%","17%","$2.70","$1,800,000.00"
"5085","AR","Lonoke County, Arkansas","14.7%","  10,400 ","130%","SNAP","185%","Other Nutrition Program","46.6%","16.9%","36.5%","21.9%","  4,140 ","64%","37%","$3.02","$5,634,000.00"
"5087","AR","Madison County, Arkansas","15.2%","  2,390 ","130%","SNAP","185%","Other Nutrition Program","74.0%","15.3%","10.7%","25.3%","  940 ","89%","11%","$2.85","$1,220,000.00"
"5089","AR","Marion County, Arkansas","15.9%","  2,620 ","130%","SNAP","185%","Other Nutrition Program","66.6%","17.7%","15.8%","26.7%","  770 ","82%","19%","$2.78","$1,308,000.00"
"5091","AR","Miller County, Arkansas","20.4%","  8,900 ","130%","SNAP","185%","Other Nutrition Program","55.4%","17.9%","26.7%","24.9%","  2,620 ","74%","26%","$2.87","$4,583,000.00"
"5093","AR","Mississippi County, Arkansas","25.7%","  11,530 ","130%","SNAP","185%","Other Nutrition Program","61.4%","20.7%","17.9%","30.6%","  3,710 ","78%","22%","$2.67","$5,528,000.00"
"5095","AR","Monroe County, Arkansas","26.3%","  2,030 ","130%","SNAP","185%","Other Nutrition Program","70.0%","17.2%","12.8%","31.1%","  520 ","74%","26%","$2.66","$968,000.00"
"5097","AR","Montgomery County, Arkansas","16.3%","  1,500 ","130%","SNAP","185%","Other Nutrition Program","57.2%","28.4%","14.4%","26.3%","  470 ","78%","22%","$2.76","$744,000.00"
"5099","AR","Nevada County, Arkansas","22.2%","  1,950 ","130%","SNAP","185%","Other Nutrition Program","75.9%","17.5%","6.6%","28.7%","  600 ","89%","11%","$2.74","$957,000.00"
"5101","AR","Newton County, Arkansas","15.7%","  1,270 ","130%","SNAP","185%","Other Nutrition Program","74.9%","21.5%","3.6%","26.3%","  420 ","96%","4%","$2.78","$632,000.00"
"5103","AR","Ouachita County, Arkansas","23.9%","  5,990 ","130%","SNAP","185%","Other Nutrition Program","58.9%","23.0%","18.1%","28.0%","  1,610 ","78%","22%","$2.70","$2,895,000.00"
"5105","AR","Perry County, Arkansas","15.7%","  1,610 ","130%","SNAP","185%","Other Nutrition Program","56.1%","24.2%","19.6%","26.0%","  600 ","93%","7%","$2.98","$861,000.00"
"5107","AR","Phillips County, Arkansas","31.1%","  6,350 ","130%","SNAP","185%","Other Nutrition Program","67.5%","28.5%","4.0%","31.6%","  1,750 ","71%","29%","$2.89","$3,292,000.00"
"5109","AR","Pike County, Arkansas","16.5%","  1,830 ","130%","SNAP","185%","Other Nutrition Program","65.0%","19.8%","15.2%","27.1%","  710 ","81%","19%","$2.79","$914,000.00"
"5111","AR","Poinsett County, Arkansas","19.7%","  4,770 ","130%","SNAP","185%","Other Nutrition Program","68.7%","21.3%","10.0%","29.1%","  1,680 ","88%","12%","$2.59","$2,217,000.00"
"5113","AR","Polk County, Arkansas","16.6%","  3,390 ","130%","SNAP","185%","Other Nutrition Program","72.7%","15.2%","12.0%","29.9%","  1,430 ","90%","10%","$2.74","$1,663,000.00"
"5115","AR","Pope County, Arkansas","16.6%","  10,440 ","130%","SNAP","185%","Other Nutrition Program","59.1%","16.4%","24.5%","25.4%","  3,640 ","80%","20%","$2.81","$5,261,000.00"
"5117","AR","Prairie County, Arkansas","18.7%","  1,570 ","130%","SNAP","185%","Other Nutrition Program","65.4%","24.6%","9.9%","26.3%","  460 ","92%","8%","$2.91","$819,000.00"
"5119","AR","Pulaski County, Arkansas","20.5%","  80,080 ","130%","SNAP","185%","Other Nutrition Program","47.9%","20.2%","31.8%","22.3%","  20,710 ","66%","34%","$2.99","$42,872,000.00"
"5121","AR","Randolph County, Arkansas","18.2%","  3,220 ","130%","SNAP","185%","Other Nutrition Program","60.8%","15.2%","24.0%","28.8%","  1,160 ","67%","33%","$2.70","$1,557,000.00"
"5123","AR","St. Francis County, Arkansas","26.6%","  7,270 ","130%","SNAP","185%","Other Nutrition Program","54.5%","23.7%","21.8%","27.3%","  1,720 ","74%","26%","$2.61","$3,406,000.00"
"5125","AR","Saline County, Arkansas","13.2%","  14,990 ","130%","SNAP","185%","Other Nutrition Program","36.4%","21.4%","42.2%","20.0%","  5,460 ","56%","44%","$3.03","$8,147,000.00"
"5127","AR","Scott County, Arkansas","15.4%","  1,680 ","130%","SNAP","185%","Other Nutrition Program","72.8%","17.8%","9.4%","27.1%","  720 ","88%","12%","$2.72","$821,000.00"
"5129","AR","Searcy County, Arkansas","17.1%","  1,360 ","130%","SNAP","185%","Other Nutrition Program","69.8%","16.8%","13.4%","27.5%","  450 ","97%","3%","$2.73","$665,000.00"
"5131","AR","Sebastian County, Arkansas","17.2%","  21,860 ","130%","SNAP","185%","Other Nutrition Program","66.0%","12.3%","21.7%","27.1%","  8,510 ","72%","28%","$2.68","$10,488,000.00"
"5133","AR","Sevier County, Arkansas","12.5%","  2,160 ","130%","SNAP","185%","Other Nutrition Program","80.4%","14.4%","5.1%","24.9%","  1,250 ","87%","13%","$2.71","$1,049,000.00"
"5135","AR","Sharp County, Arkansas","18.2%","  3,100 ","130%","SNAP","185%","Other Nutrition Program","73.9%","14.8%","11.3%","29.6%","  1,070 ","89%","11%","$2.71","$1,509,000.00"
"5137","AR","Stone County, Arkansas","18.2%","  2,280 ","130%","SNAP","185%","Other Nutrition Program","76.0%","12.0%","12.0%","30.7%","  810 ","88%","12%","$2.77","$1,133,000.00"
"5139","AR","Union County, Arkansas","21.1%","  8,580 ","130%","SNAP","185%","Other Nutrition Program","54.1%","21.9%","24.0%","25.6%","  2,480 ","73%","27%","$2.83","$4,350,000.00"
"5141","AR","Van Buren County, Arkansas","17.5%","  2,980 ","130%","SNAP","185%","Other Nutrition Program","67.0%","18.2%","14.9%","29.3%","  990 ","83%","17%","$2.93","$1,563,000.00"
"5143","AR","Washington County, Arkansas","15.3%","  33,050 ","130%","SNAP","185%","Other Nutrition Program","61.9%","15.8%","22.2%","22.7%","  12,410 ","73%","27%","$2.84","$16,804,000.00"
"5145","AR","White County, Arkansas","17.6%","  13,830 ","130%","SNAP","185%","Other Nutrition Program","53.2%","17.7%","29.1%","24.9%","  4,650 ","70%","30%","$2.85","$7,077,000.00"
"5147","AR","Woodruff County, Arkansas","23.2%","  1,620 ","130%","SNAP","185%","Other Nutrition Program","63.7%","21.7%","14.6%","26.5%","  410 ","84%","16%","$2.81","$815,000.00"
"5149","AR","Yell County, Arkansas","13.9%","  3,030 ","130%","SNAP","185%","Other Nutrition Program","64.9%","25.4%","9.7%","24.2%","  1,330 ","78%","22%","$2.71","$1,475,000.00"
"6001","CA","Alameda County, California","14.3%","  226,090 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.1%","","35.9%","17.7%","  60,840 ","60%","40%","$3.61","$146,256,000.00"
"6003","CA","Alpine County, California","16.0%","  180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.9%","","21.1%","19.5%","  50 ","41%","59%","$3.41","$110,000.00"
"6005","CA","Amador County, California","14.0%","  5,180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.5%","","44.5%","23.2%","  1,330 ","66%","34%","$3.99","$3,708,000.00"
"6007","CA","Butte County, California","17.9%","  39,860 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.2%","","17.8%","24.3%","  11,020 ","76%","24%","$3.14","$22,455,000.00"
"6009","CA","Calaveras County, California","13.8%","  6,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%","","34.5%","20.8%","  1,700 ","57%","43%","$4.31","$4,767,000.00"
"6011","CA","Colusa County, California","11.7%","  2,500 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","25.4%","  1,540 ","81%","20%","$2.98","$1,337,000.00"
"6013","CA","Contra Costa County, California","12.0%","  131,060 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%","","36.4%","17.3%","  45,060 ","57%","43%","$3.44","$80,832,000.00"
"6015","CA","Del Norte County, California","17.8%","  4,960 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.5%","","22.5%","26.9%","  1,590 ","82%","18%","$3.27","$2,908,000.00"
"6017","CA","El Dorado County, California","12.8%","  23,220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%","","40.6%","19.4%","  7,520 ","55%","45%","$4.20","$17,492,000.00"
"6019","CA","Fresno County, California","14.4%","  138,030 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%","","1.3%","26.9%","  74,680 ","79%","21%","$2.86","$70,697,000.00"
"6021","CA","Glenn County, California","13.3%","  3,730 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%","","2.3%","23.7%","  1,800 ","80%","20%","$3.09","$2,063,000.00"
"6023","CA","Humboldt County, California","18.2%","  24,580 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.3%","","16.7%","24.0%","  6,340 ","82%","18%","$3.07","$13,521,000.00"
"6025","CA","Imperial County, California","14.5%","  25,900 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","32.4%","  16,520 ","77%","23%","$2.63","$12,201,000.00"
"6027","CA","Inyo County, California","13.0%","  2,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%","","29.4%","19.3%","  740 ","67%","33%","$3.08","$1,314,000.00"
"6029","CA","Kern County, California","13.4%","  115,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.5%","","2.5%","25.3%","  64,680 ","79%","21%","$2.91","$60,368,000.00"
"6031","CA","Kings County, California","13.8%","  20,780 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%","","8.2%","25.4%","  10,570 ","82%","18%","$3.11","$11,605,000.00"
"6033","CA","Lake County, California","17.9%","  11,490 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.1%","","10.9%","26.8%","  3,520 ","84%","17%","$3.70","$7,614,000.00"
"6035","CA","Lassen County, California","16.1%","  5,240 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","43.0%","","57.0%","25.2%","  1,240 ","59%","41%","$3.55","$3,335,000.00"
"6037","CA","Los Angeles County, California","12.2%","  1,224,940 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.6%","","5.4%","20.7%","  481,540 ","73%","28%","$3.28","$721,464,000.00"
"6039","CA","Madera County, California","12.0%","  18,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","25.2%","  10,780 ","82%","18%","$3.67","$12,101,000.00"
"6041","CA","Marin County, California","11.5%","  29,680 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.9%","","49.1%","16.0%","  8,490 ","48%","52%","$4.01","$21,344,000.00"
"6043","CA","Mariposa County, California","15.8%","  2,820 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%","","34.2%","23.3%","  690 ","58%","42%","$3.00","$1,519,000.00"
"6045","CA","Mendocino County, California","15.2%","  13,320 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%","","11.6%","23.6%","  4,510 ","83%","17%","$4.00","$9,550,000.00"
"6047","CA","Merced County, California","13.9%","  36,560 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","27.3%","  21,870 ","85%","16%","$3.02","$19,792,000.00"
"6049","CA","Modoc County, California","16.5%","  1,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.8%","","15.2%","23.8%","  450 ","91%","9%","$3.08","$841,000.00"
"6051","CA","Mono County, California","10.5%","  1,490 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%","","5.7%","16.6%","  470 ","100%","0%","$3.02","$807,000.00"
"6053","CA","Monterey County, California","9.9%","  42,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","21.2%","  24,000 ","77%","23%","$3.17","$24,087,000.00"
"6055","CA","Napa County, California","9.7%","  13,580 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.8%","","23.2%","16.8%","  5,240 ","69%","31%","$3.88","$9,460,000.00"
"6057","CA","Nevada County, California","14.3%","  14,060 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%","","34.5%","21.2%","  3,770 ","65%","36%","$4.55","$11,464,000.00"
"6059","CA","Orange County, California","10.1%","  315,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","17.9%","  129,670 ","65%","35%","$3.34","$188,489,000.00"
"6061","CA","Placer County, California","12.3%","  45,130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%","","45.9%","18.1%","  15,450 ","51%","49%","$3.49","$28,281,000.00"
"6063","CA","Plumas County, California","17.6%","  3,340 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%","","29.4%","25.8%","  830 ","71%","29%","$3.20","$1,915,000.00"
"6065","CA","Riverside County, California","10.0%","  229,150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.4%","","3.6%","19.8%","  121,670 ","73%","27%","$3.03","$124,545,000.00"
"6067","CA","Sacramento County, California","16.3%","  238,760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.1%","","21.9%","22.3%","  80,290 ","73%","27%","$3.09","$132,104,000.00"
"6069","CA","San Benito County, California","6.1%","  3,530 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","17.6%","  2,780 ","67%","33%","$4.09","$2,590,000.00"
"6071","CA","San Bernardino County, California","10.6%","  221,360 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","","0.0%","20.7%","  119,720 ","74%","26%","$2.95","$116,966,000.00"
"6073","CA","San Diego County, California","12.3%","  397,390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.4%","","22.6%","18.9%","  137,450 ","68%","32%","$3.35","$238,371,000.00"
"6075","CA","San Francisco County, California","16.0%","  134,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%","","38.3%","17.2%","  19,360 ","55%","45%","$4.19","$101,027,000.00"
"6077","CA","San Joaquin County, California","13.9%","  98,650 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%","","10.1%","22.9%","  45,690 ","75%","25%","$3.04","$53,691,000.00"
"6079","CA","San Luis Obispo County, California","13.4%","  37,040 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.7%","","31.3%","18.7%","  9,520 ","67%","34%","$3.62","$24,012,000.00"
"6081","CA","San Mateo County, California","9.8%","  73,640 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.4%","","39.6%","15.3%","  24,830 ","54%","47%","$3.65","$48,152,000.00"
"6083","CA","Santa Barbara County, California","10.3%","  44,910 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.9%","","8.1%","18.5%","  18,260 ","71%","29%","$3.23","$25,994,000.00"
"6085","CA","Santa Clara County, California","10.5%","  196,180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.5%","","37.5%","15.9%","  69,080 ","53%","47%","$3.54","$124,475,000.00"
"6087","CA","Santa Cruz County, California","12.6%","  33,820 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.7%","","27.3%","19.8%","  10,820 ","66%","34%","$3.68","$22,291,000.00"
"6089","CA","Shasta County, California","18.0%","  32,190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","25.5%","  9,920 ","79%","21%","$2.96","$17,099,000.00"
"6091","CA","Sierra County, California","16.1%","  490 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.5%","","38.5%","24.8%","  110 ","72%","28%","$3.32","$292,000.00"
